<Header>
User name: 
Location: airlock
# of Location: 3
Model: 1.109
Serial No.: 9G070015
Firmware revision: 12.30E
Software revision: 1178 V8-26 (18--12-2023)
Unit: ug/m3
C-factor: 1,00
Comment: test room aersol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:55:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:55:20	8,3	0,6	0,1	13,3	7,5	0,8
14.08.2025 14:55:26	4,4	1,1	0,1	4,4	4,1	1,6
14.08.2025 14:55:32	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:55:38	2,2	0,2	0,1	161,8	21,8	0,6
14.08.2025 14:55:44	1,6	0,7	0,2	1,6	1,6	1,1
14.08.2025 14:55:50	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:55:56	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:56:02	1,7	1,4	0,3	1,7	1,7	1,5
14.08.2025 14:56:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:56:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:56:20	4,4	0,5	0,2	4,4	4,0	1,2
14.08.2025 14:56:26	1,6	1,3	0,1	1,6	1,6	1,5
14.08.2025 14:56:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:56:38	0,4	0,4	0,2	0,4	0,4	0,4
14.08.2025 14:56:44	0,7	0,6	0,2	0,7	0,7	0,6
14.08.2025 14:56:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:56:56	1,8	1,4	0,2	1,8	1,8	1,5
14.08.2025 14:57:02	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:57:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:57:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:57:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:57:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:57:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:57:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:57:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:57:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:57:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:58:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:58:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:58:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:58:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:58:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:58:32	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:58:38	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:58:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:58:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:58:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:59:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:59:08	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:59:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:59:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:59:26	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:59:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:59:38	1,0	0,7	0,1	1,0	1,0	0,9
14.08.2025 14:59:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:59:50	0,8	0,7	0,2	0,8	0,8	0,8
14.08.2025 14:59:56	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:00:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:00:08	0,6	0,5	0,1	0,6	0,6	0,6
14.08.2025 15:00:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:00:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:00:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:00:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:00:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:00:44	0,4	0,4	0,1	0,4	0,4	0,4
14.08.2025 15:00:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:00:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:01:02	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:01:08	0,9	0,7	0,2	0,9	0,9	0,8
14.08.2025 15:01:14	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:01:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:01:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:01:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:01:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:01:44	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:01:50	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:01:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:02:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:02:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:02:14	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:02:20	0,2	0,2	0,2	0,2	0,2	0,2
